gene1_name,gene2_name,cell_line,label
CDC25C,CDK14,A375,0
CCNA2,EPAS1,A375,0
NAMPT,PARP1,A375,0
MCM2,S100A10,A375,0
EAF1,EAF2,A375,0
BCL2L10,CHEK1,A375,0
MKI67,ZYX,A375,0
AKT2,BRCA1,A375,0
G3BP1,G3BP2,A375,0
BCL2L10,MAPK1,A375,0
AKT2,BCL2L2,A375,0
BCL2L2,UBC,A375,0
ATP6V1C1,ATP6V1C2,A375,0
HSP90AA1,MAPK3,A375,0
AURKB,MYC,A375,0
HSP90AA1,MAP2K1,A375,0
CHEK2,MAP2K2,A375,0
BCL2L1,BCL2L10,A375,0
ASF1A,ASF1B,A375,0
ATXN2,ATXN2L,A375,0
ASPM,NME3,A375,0
ERO1A,ERO1B,A375,0
GLI3,MND1,A375,0
CHEK2,PARP1,A375,0
BCL2L1,UBC,A375,0
MAP4,TP53,A375,0
AKT2,BRCA2,A375,0
BCL2L1,BRCA2,A375,0
HSP90AA1,MAPK1,A375,0
BCL2L10,MAP2K2,A375,0
OBSCN,OBSL1,A375,0
BCL2,UBC,A375,0
MAP2K1,UBC,A375,0
ASPM,CPPED1,A375,0
AK3,AK4,A375,0
BRCA2,MAPK3,A375,1
SLC38A1,SNRPB,A375,0
PPP1R10,PRR3,A375,0
HSP90AA1,MTOR,A375,0
AMOTL2,CDC25C,A375,0
SCYL1,SCYL3,A375,0
AKT1,BCL2L2,A375,0
AKT2,BCL2A1,A375,0
BCL2,WEE1,A375,0
EGFR,FGFR2,A375,0
ASPM,TBL3,A375,0
AKT2,MAPK1,A375,0
ATM,PARP1,A375,0
MLF1,PIF1,A375,0
HSP90AA1,MAP2K2,A375,0
AKT1,MTOR,A375,0
MAP2K1,PARP1,A375,1
ASPM,CYB5A,A375,0
EGFR,ERBB3,A375,0
CYP11B1,NDUFA2,A375,0
AKT1,UBC,A375,0
BRCA2,PARP2,A375,0
UBB,WEE1,A375,0
EXO1,TUBB6,A375,0
BRCA2,MAPK1,A375,0
PARP1,WEE1,A375,1
AKT2,MTOR,A375,0
BCL2,MCL1,A375,0
GCFC2,PAXBP1,A375,0
HSP90AA1,PARP1,A375,0
ARPC1B,MND1,A375,0
EXO1,UBE2E2,A375,0
HTATIP2,MCM2,A375,0
MAP2K2,MTOR,A375,0
PARP1,STAG1,A375,0
CHCHD5,WDHD1,A375,0
CDC37,CDC37L1,A375,0
MYT1,TP53,A375,0
AKT1,BCL2,A375,0
RIOK1,RIOK3,A375,0
MAPK3,UBC,A375,0
BCL2L10,CHEK2,A375,0
BAG3,BAG4,A375,0
AKT1,BRCA2,A375,0
GBP3,MCM2,A375,0
ARNTL2,TYMS,A375,0
RRAGC,RRAGD,A375,0
STAM,STAM2,A375,0
CSTF2T,SNRPB,A375,0
AMOTL2,ASPM,A375,0
MAP2K2,PARP2,A375,0
CYP11B1,MLH3,A375,0
CHEK2,UBC,A375,0
COPS2,PSMD11,A375,0
BCL2,UBB,A375,0
BCL2L1,MTOR,A375,0
BCL2L2,CHEK2,A375,0
MTOR,PARP2,A375,0
CHEK1,PARP1,A375,0
AKT2,BCL2L10,A375,0
BCL2L2,MTOR,A375,0
EAF1,POP7,A375,0
BCL2,CHEK2,A375,0
ASPM,DPP7,A375,0
BCL2,BCL2L10,A375,0
TP53,WEE1,A375,0
ALCAM,EXO1,A375,0
AKT1,CHEK1,A375,0
AKT2,UBC,A375,0
SNRPA,SNRPB2,A375,0
EXO1,RRAS,A375,0
MAP2K2,WEE1,A375,0
MTOR,VHL,A375,0
CHEK1,HSP90AA1,A375,0
BCL2A1,HSP90AA1,A375,0
PPIB,SPTA1,A375,0
CHEK2,HSP90AA1,A375,0
ASPM,NNT,A375,0
BCL2L2,PARP1,A375,0
CYFIP1,CYFIP2,A375,0
MAPK3,WEE1,A375,0
BRCA1,UBC,A375,0
APC,APC2,A375,0
AKT2,PARP2,A375,0
CHEK2,PARP2,A375,0
GLI3,MCM2,A375,0
RB1,TOP2A,A375,0
CHEK1,MCL1,A375,0
BRCA2,HSP90AA1,A375,0
TRAK1,TRAK2,A375,0
AKT2,WEE1,A375,0
MAP2K2,PARP1,A375,0
PARG,XRCC1,A375,0
MAP2K1,MTOR,A375,0
MAP2K2,MAPK3,A375,0
MORF4L1,MORF4L2,A375,0
GLI3,TYMS,A375,0
MAP2,MAPT,A375,0
COPG1,COPG2,A375,0
BCL2L1,CHEK2,A375,0
EIF4EBP1,MYC,A375,0
PARP2,WEE1,A375,0
AKT1,BCL2L1,A375,0
HSP90AA1,UBC,A375,0
BRCA1,TP53,A375,0
GPT,GPT2,A375,0
HSP90AA1,MCL1,A375,0
ASPM,TEX264,A375,0
PFN2,PIF1,A375,0
MTOR,PARP1,A375,1
ARPC1B,L2HGDH,A375,0
CHEK2,MAP2K1,A375,0
MAPK3,PARP2,A375,0
ASPM,FANCM,A375,0
BRCA1,MAP2K2,A375,0
EPAS1,FANCI,A375,0
AKT1,MAP2K1,A375,0
BRCA1,MAP2K1,A375,0
BCL2A1,MAP2K2,A375,0
RPA2,RPA4,A375,0
PARP2,UBB,A375,0
PFN2,TYMS,A375,0
PARP1,SMC3,A375,0
PARP1,PARP2,A375,0
BCL2L2,PARP2,A375,0
HSP90AA1,UBB,A375,0
PARP1,UBC,A375,0
BRCA1,CHEK1,A375,0
CYP11B1,TRIM14,A375,0
BCL2L10,MAPK3,A375,0
ASPM,RRAS,A375,0
MAP2K2,UBB,A375,0
AKT2,HSP90AA1,A375,0
CHEK2,MCL1,A375,0
AKT2,MAPK3,A375,0
DAB1,DAB2,A375,0
WWTR1,YAP1,A375,0
AHNAK,EXO1,A375,0
MAPK1,MTOR,A375,0
ABL1,EGFR,A375,0
PAK3,TP53,A375,0
CLASP1,CLASP2,A375,0
BCL2L1,UBB,A375,0
BCL2A1,BCL2L10,A375,0
BCL2A1,WEE1,A375,0
BCL2A1,UBC,A375,0
TLN1,TLN2,A375,0
MCM2,MCM9,A375,0
BCL2L2,MAPK1,A375,0
ECT2,RB1,A375,0
PARP2,RAD21,A375,0
PGK1,PGK2,A375,0
MCL1,MTOR,A375,0
PSEN1,PSEN2,A375,0
MCM2,MLKL,A375,0
RANBP17,XPO7,A375,0
MAP2K1,MAPK3,A375,0
MTOR,PARP1,A375,0
BRCA1,PARP2,A375,0
BCL2,MAP2K1,A375,0
MTOR,WEE1,A375,0
ATP6V1E1,ATP6V1E2,A375,0
DMD,UTRN,A375,0
HSP90AA1,WEE1,A375,1
MCL1,PARP1,A375,0
NDUFA9,RAD54L,A375,0
MAPK1,PARP2,A375,0
BCL2L1,MCL1,A375,1
ATR,TP53,A375,0
CYP11B1,MLH1,A375,0
CHUK,IKBKB,A375,0
