Gene Name,CN,Expression,HotspotMutation
DNTTIP2,1.012377645837465,4.642701571833233,0.0
DUT,1.0225088975814338,7.964976149140118,0.0
DYNC1H1,1.02814070872862,7.310703657225108,0.0
EBNA1BP2,1.012377645837465,5.590362488463746,0.0
EEF1G,1.0048350751249808,11.736655606852905,0.0
EFR3A,1.0704168156890097,3.855989697308481,0.0
EIF2B2,1.0379206265378822,5.701826258412055,0.0
EIF2B5,1.0074787847035374,5.749534267669262,0.0
EIF3C,0.0,7.97223312380739,0.0
EIF3H,1.0704168156890097,9.142694229584272,0.0
EIF3M,1.0048350751249808,8.53993424517179,0.0
EIF4A1,1.01419010658577,9.203666119482737,0.0
EIF4G1,1.0074787847035374,6.61970645004589,0.0
EIF4G2,1.0048350751249808,7.946204489186138,0.0
EIF5B,0.9663952315947956,4.552131108253784,0.0
EIF6,1.0424090639193568,7.152589069287126,0.0
ELP4,1.0048350751249808,3.989139007368233,0.0
EMC1,1.012377645837465,4.84749588378871,0.0
EMC2,1.0704168156890097,5.113533819591914,0.0
EMC4,0.9762571452780702,6.972003303808356,0.0
EMC7,0.9762571452780702,6.33699741660501,0.0
EXOSC2,1.0051652134091598,5.743353390944915,0.0
EXOSC4,1.0704168156890097,5.341630009329911,0.0
EXOSC6,1.000804224030702,3.949534933017012,0.0
FAM98B,1.0225088975814338,4.187451054027326,0.0
FARSA,1.0049599970501115,6.816215687622865,0.0
FBXO28,1.012377645837465,3.507160349117523,0.0
FDPS,1.012377645837465,7.859162029070902,0.0
FH,1.012377645837465,7.10925607307133,0.0
FIP1L1,0.9341013782598174,6.712458217153396,0.0
GEMIN4,1.0289788210988462,4.803227036434928,0.0
GFER,1.000804224030702,4.633431210355632,0.0
GNL2,1.012377645837465,5.426264754702098,0.0
GNL3L,0.5920833613791912,3.455491620628468,0.0
GNPAT,1.012377645837465,5.223422549934937,0.0
GPN3,1.0145471098134045,5.481234349528531,0.0
GTF2H4,0.984299374593446,5.617651119427331,0.0
GTF3C3,0.9663952315947956,5.119771161952904,0.0
GTPBP4,1.0727065045938586,5.59395128394841,0.0
HCCS,0.5920833613791912,4.4114262457264655,0.0
HSCB,0.8356450448225882,4.583158003874408,0.0
HUS1,0.997813659166362,3.584962500721156,0.0
HYPK,1.0225088975814338,4.496334513417112,0.0
IMPDH2,1.0074787847035374,8.357288072847815,0.0
INTS3,1.012377645837465,4.811984719351674,0.0
INTS5,1.0048350751249808,3.559491813205038,0.0
KCTD10,1.0145471098134045,4.882643049361842,0.0
KDM1A,1.012377645837465,7.0348539737321,0.0
LARS2,1.0074787847035374,4.125981653854716,0.0
LEO1,1.0225088975814338,4.7964939294258375,0.0
LIAS,0.9341013782598174,4.3826672527450405,0.0
LONP1,1.0049599970501115,7.364134655008051,0.0
MAPKAP1,1.0051652134091598,5.453846773749929,0.0
MASTL,0.9928707027710733,4.215678596607928,0.0
MAX,1.0379206265378822,6.6845382485777325,0.0
MBTPS2,0.5920833613791912,2.625270489374693,0.0
MCM3,1.0114611667512112,7.599912842187128,0.0
MCM3AP,1.0116486505218814,6.175324989184902,0.0
MCM4,1.0704168156890097,7.103812329428848,0.0
MED1,1.0290466450629483,4.934988201783478,0.0
MED10,0.9164667587286632,5.457791260256042,0.0
MED14,0.5920833613791912,4.599317793698226,0.0
MED17,1.0048350751249808,3.791814071161826,0.0
MED22,1.0051652134091598,5.179909090014935,0.0
MED23,1.0114611667512112,4.19377174339668,0.0
MED24,1.0290466450629483,6.089159131911238,0.0
MED28,0.9341013782598174,5.381283372503783,0.0
MED9,1.01419010658577,4.5777309314900805,0.0
METAP2,1.0145471098134045,7.221490455042056,0.0
METTL17,1.0191864074445305,6.596040632671138,0.0
MFAP1,1.0225088975814338,5.143638309922037,0.0
MPHOSPH6,1.000804224030702,5.650190123496775,0.0
MRPL10,1.020487434547303,5.946028989515477,0.0
MRPL11,1.0048350751249808,6.504302583163168,0.0
MRPL13,1.0704168156890097,5.395062799517578,0.0
MRPL15,1.0704168156890097,5.436961337833602,0.0
MRPL16,1.0048350751249808,6.2818836745629225,0.0
MRPL18,0.9842237137056884,6.50747752951693,0.0
MRPL19,0.9663952315947956,4.379898163524692,0.0
MRPL22,0.9999945000104836,6.053111336459563,0.0
MRPL24,1.012377645837465,6.067380578019059,0.0
MRPL27,1.020487434547303,5.861211003457162,0.0
MRPL3,1.0074787847035374,6.231701199029002,0.0
MRPL32,0.997813659166362,6.074248523347032,0.0
MRPL33,0.9653005970306964,6.918505499939814,0.0
MRPL35,0.9663952315947956,5.695158678475356,0.0
MRPL36,0.9164667587286632,5.464341532761104,0.0
MRPL37,1.012377645837465,7.002590016380009,0.0
MRPL39,1.0116486505218814,6.11790278909403,0.0
MRPL42,1.0145471098134045,6.539158811108031,0.0
MRPL43,1.0062951747949027,6.133193598664106,0.0
MRPL46,1.0225088975814338,5.239550796613645,0.0
MRPS10,1.0114611667512112,5.539779191698494,0.0
MRPS11,1.0225088975814338,5.802710219291343,0.0
MRPS14,1.012377645837465,4.452200049406222,0.0
MRPS16,1.0062951747949027,6.061128135118254,0.0
MRPS18A,1.0114611667512112,5.930264245235024,0.0
MRPS18B,0.984299374593446,6.181897643108388,0.0
MRPS21,1.012377645837465,6.296090262683962,0.0
MRPS23,1.020487434547303,5.462052318796433,0.0
MRPS25,1.0074787847035374,5.04176864995163,0.0
MRPS27,0.9999945000104836,5.801417365865913,0.0
MRPS30,0.9999945000104836,4.996840647795369,0.0
MRPS35,1.0145471098134045,5.6656201640663815,0.0
MRPS5,0.9663952315947956,6.288727679514566,0.0
MRPS9,0.9663952315947956,5.661065479806948,0.0
MTBP,1.0704168156890097,3.5668151540108965,0.0
MTHFD2,0.9663952315947956,8.991975274237168,0.0
MTOR,1.012377645837465,4.845991770664573,0.0
MTPAP,0.9928707027710733,4.006298023900369,0.0
MZT1,0.9969043284212332,5.929790997718597,0.0
NAA25,1.0145471098134045,3.404630684217612,0.0
NACA,1.0145471098134045,11.040906125666964,0.0
NAMPT,0.9990927854228274,5.388533979091799,0.0
NAT10,1.0048350751249808,5.27015513876653,0.0
NCAPD2,1.0145471098134045,6.750204509279872,0.0
NCBP1,1.0051652134091598,4.759688488427289,0.0
NDUFA2,0.9999945000104836,6.511752653767379,0.0
NDUFA8,1.0051652134091598,6.48058827023386,0.0
NDUFA9,1.0145471098134045,6.55581615506164,0.0
NDUFB1,1.0379206265378822,8.529899012330013,0.0
NDUFB2,0.9990927854228274,7.297191416565856,0.0
NDUFB4,1.0074787847035374,7.314243346748559,0.0
NEMF,1.0318116730025717,4.478971805032942,0.0
NFYC,1.012377645837465,5.887037791419196,0.0
NIP7,1.000804224030702,5.036942844798256,0.0
NOC2L,1.012377645837465,5.581953750848818,0.0
NOL10,0.9653005970306964,3.6507645591169022,0.0
NOL9,1.012377645837465,2.920293300211007,0.0
NOLC1,1.0062951747949027,6.421054946924242,0.0
NOP58,0.9663952315947956,6.110196177754199,0.0
NUDC,1.012377645837465,7.107583261763235,0.0
NUP43,1.0114611667512112,5.3743439890385005,0.0
NUP54,0.9341013782598174,5.146084938616191,0.0
NUP85,1.020487434547303,5.570159301636119,0.0
OGFOD1,1.000804224030702,5.69292928642903,0.0
OPA1,1.0074787847035374,4.20945336562895,0.0
PAXBP1,1.0116486505218814,5.329841176530628,0.0
PDCD7,1.0225088975814338,4.882153917287012,0.0
PDRG1,1.0424090639193568,5.443938115013176,0.0
PDSS2,1.0114611667512112,3.76234881564413,0.0
PFAS,1.01419010658577,4.902073579310743,0.0
PGD,1.012377645837465,7.206135253404591,0.0
PGK1,0.5920833613791912,7.051154549878513,0.0
PITRM1,1.0727065045938586,5.557961426893197,0.0
PMF1,1.012377645837465,5.828580810276605,0.0
PNISR,1.0114611667512112,7.203984165855989,0.0
PNN,1.0318116730025717,7.377991326905882,0.0
POLD1,0.9950246089595812,6.36053986165181,0.0
POLE,1.0145471098134045,6.170726276131552,0.0
POLN,0.9341013782598174,0.903038270112912,0.0
POLR2B,0.9341013782598174,5.7414669864011465,0.0
POLR2K,1.0704168156890097,6.652056203606861,0.0
POLR3A,1.0062951747949027,3.507160349117523,0.0
POLR3B,1.0145471098134045,1.9068905956085185,0.0
PPAT,0.9341013782598174,4.599317793698226,0.0
PPCS,1.012377645837465,5.36387192485753,0.0
PPIE,1.012377645837465,6.729008870337863,0.0
PPP2R1A,0.9950246089595812,6.234194722953812,0.0
PPWD1,0.9999945000104836,5.469885976274464,0.0
PRIM2,1.0114611667512112,4.711494906650088,0.0
PRMT5,1.0318116730025717,6.4063325778217095,0.0
PSMB6,1.01419010658577,7.441035223670087,0.0
PSMB7,1.0051652134091598,8.025471814621179,0.0
PSMC1,1.0379206265378822,7.560332834212441,0.0
PSMC2,0.9990927854228274,5.5456595400254685,0.0
PSMD12,1.020487434547303,4.878725341480106,0.0
PSMD4,1.012377645837465,7.8104431038451745,0.0
PSMD6,1.0074787847035374,6.533874777258546,0.0
PSPH,0.997813659166362,5.443938115013176,0.0
PTCD1,0.9990927854228274,2.7845039829295666,0.0
PTCD3,0.9663952315947956,5.888256181020274,0.0
PTTG1,0.9999945000104836,7.134836993449116,0.0
PWP1,1.0145471098134045,5.242983516109694,0.0
RAD51,1.0225088975814338,5.878234879112339,0.0
RAE1,1.0424090639193568,5.273515889702116,0.0
RBBP8,0.8900338400286845,5.560103513464738,0.0
RBFA,0.8900338400286845,5.0798047546352585,0.0
RBM17,1.0727065045938586,7.033202725937223,0.0
RBM25,1.0379206265378822,5.9804823555382605,0.0
REXO2,1.0048350751249808,6.413627929024172,0.0
RFC4,1.0074787847035374,7.340117143898421,0.0
RFC5,1.0145471098134045,6.482202926295956,0.0
RINT1,0.9990927854228274,4.219555769166913,0.0
RNF20,1.0051652134091598,4.515384460636948,0.0
RNGTT,1.0114611667512112,2.944858445807539,0.0
ROMO1,1.0424090639193568,7.952857706263149,0.0
RPA3,0.997813659166362,6.572586549385767,0.0
RPF2,1.0114611667512112,3.439623137557117,0.0
RPL10,0.5920833613791912,12.369515558527253,0.0
RPL11,1.012377645837465,11.453836487557654,0.0
RPL23,1.0290466450629483,11.46454575033394,0.0
RPL24,1.0074787847035374,10.566624912691852,0.0
RPL27,1.0290466450629483,11.58843356371576,0.0
RPL28,1.0242941671397057,11.530650179750014,0.0
RPL3,0.8356450448225882,11.71338651493703,0.0
RPL30,1.0704168156890097,12.55204462697889,0.0
RPL32,1.0074787847035374,11.748612176736982,0.0
RPL35,1.0051652134091598,11.33522284941585,0.0
RPL36A,0.5920833613791912,10.952158810747052,0.0
RPL5,1.012377645837465,11.313846698397198,0.0
RPLP1,1.0225088975814338,11.697706066554709,0.0
RPLP2,1.0048350751249808,11.59972691589769,0.0
RPP30,1.0062951747949027,5.643278996311979,0.0
RPP38,1.0727065045938586,4.43229133824778,0.0
RPS18,1.0114611667512112,12.776453595226368,0.0
RPS27A,0.9663952315947956,10.826707365661306,0.0
RPS28,1.0049599970501115,9.750506016447382,0.0
RPSA,1.0074787847035374,11.466433393742472,0.0
RPTOR,1.020487434547303,3.9136075118230993,0.0
RRM1,1.0048350751249808,6.651912744645783,0.0
RTF1,1.0225088975814338,4.84749588378871,0.0
SAP18,0.9969043284212332,6.5772777525823525,0.0
SCO1,1.01419010658577,4.496973580998276,0.0
SDHC,1.012377645837465,6.928844036712568,0.0
SEH1L,0.8900338400286845,4.668459556915382,0.0
SF3B1,0.9663952315947956,6.583759753639499,0.0
SFXN1,0.9999945000104836,5.751945681615022,0.0
SKA3,0.9969043284212332,5.320123598040615,0.0
SKIV2L,1.0114611667512112,5.436961337833602,0.0
SLC7A1,0.9969043284212332,5.951634416832916,0.0
SLC7A6OS,1.000804224030702,4.797012977836145,0.0
SMC5,1.0051652134091598,4.472487771462744,0.0
SMNDC1,1.0062951747949027,5.364572432295856,0.0
SNAPC1,1.0379206265378822,3.628773595201645,0.0
SNIP1,1.012377645837465,3.137503523749935,0.0
SNRNP200,0.9663952315947956,7.158963061041488,0.0
SNRNP70,0.9950246089595812,7.3275077345872095,0.0
SNRPB,1.0424090639193568,8.369204722778937,0.0
SNRPC,1.0114611667512112,7.739578112048051,0.0
SNRPD3,0.8356450448225882,6.700855820160289,0.0
SPAG7,1.01419010658577,6.094869432718697,0.0
SPDL1,0.9999945000104836,5.253232938538032,0.0
SRFBP1,0.9999945000104836,2.350497247084133,0.0
SSB,0.9663952315947956,6.182692297516191,0.0
SSBP1,0.9990927854228274,7.483896372501332,0.0
STXBP4,1.020487434547303,2.1076878693143737,0.0
SYVN1,1.0048350751249808,4.416164164733128,0.0
TAF1,0.5920833613791912,4.762880292916999,0.0
TAF1A,1.012377645837465,3.607626220845488,0.0
TBCB,1.0049599970501115,6.85598969730848,0.0
TCF25,1.000804224030702,6.505573400282018,0.0
TCOF1,0.9999945000104836,5.111865963867557,0.0
TFB1M,0.9842237137056884,4.1001366712854495,0.0
TGIF2,1.0424090639193568,4.452200049406222,0.0
TIMM22,1.0289788210988462,3.745237332129749,0.0
TIMM9,1.0379206265378822,6.390770849422623,0.0
TIPIN,1.0225088975814338,4.93451650158608,0.0
TOMM22,0.8356450448225882,5.242221395098369,0.0
TRA2B,1.0074787847035374,6.869624686204322,0.0
TRMT5,1.0379206265378822,3.049630767724601,0.0
TRNAU1AP,1.012377645837465,4.460087240116833,0.0
TRPM7,1.0225088975814338,4.149747119504682,0.0
TRRAP,0.9990927854228274,4.89384755813292,0.0
TSEN2,1.0074787847035374,3.882643049361841,0.0
TTC4,1.012377645837465,4.522934560943456,0.0
TUBB,0.984299374593446,10.274261661257048,0.0
TUBGCP3,0.9969043284212332,5.429950657403768,0.0
TUBGCP5,0.9762571452780702,4.258518924711301,0.0
UBA2,1.0049599970501115,6.669877160489095,0.0
UBA3,1.0074787847035374,5.230741002626909,0.0
UMPS,1.0074787847035374,4.485426827170242,0.0
UQCRB,1.0704168156890097,8.705977901682521,0.0
USE1,1.0049599970501115,6.059831136192821,0.0
VPS29,1.0145471098134045,7.079484783826815,0.0
WARS2,1.012377645837465,2.424922088210688,0.0
WDR36,0.9999945000104836,3.738767836800192,0.0
WDR61,1.0225088975814338,6.05006629830629,0.0
WDR7,0.8900338400286845,2.5058909297299574,0.0
WDR77,1.012377645837465,4.485426827170242,0.0
YTHDC1,0.9341013782598174,5.85897561429202,0.0
ZCCHC9,0.9999945000104836,5.203984165855989,0.0
ZMAT2,0.9999945000104836,7.156538193114272,0.0
ZMAT5,0.8356450448225882,4.584962500721156,0.0
ZNF511,1.0062951747949027,4.152994605492435,0.0
ZNF598,1.000804224030702,6.182295025025483,0.0
ZNF830,1.01419010658577,5.191799501065075,0.0
ZNHIT6,1.012377645837465,3.653060017104565,0.0
ZNRD1,0.0,0.0,0.0
