gene1_name,gene2_name,cell_line,label
ARL2,POLD1,Jurkat,0
ARL2,POLN,Jurkat,1
ARL2,POLR3B,Jurkat,0
ARL2,RPL11,Jurkat,1
ARL2,RPSA,Jurkat,0
ARL2,RTF1,Jurkat,0
ARL2,SDHC,Jurkat,0
ARL2,SNRPC,Jurkat,0
ARL2,SPAG7,Jurkat,0
ARL2,STXBP4,Jurkat,0
ARL2,TSEN2,Jurkat,0
ARL2,USE1,Jurkat,1
ARL2,WDR61,Jurkat,1
ARL2,ZNF830,Jurkat,0
ASCC3,CENPW,Jurkat,0
ASCC3,EIF6,Jurkat,0
ASCC3,FH,Jurkat,0
ASCC3,GNL3L,Jurkat,0
ASCC3,GNPAT,Jurkat,0
ASCC3,HYPK,Jurkat,0
ASCC3,MCM4,Jurkat,0
ASCC3,MED1,Jurkat,0
ASCC3,MRPL27,Jurkat,0
ASCC3,MRPL33,Jurkat,0
ASCC3,MRPS27,Jurkat,0
ASCC3,MTHFD2,Jurkat,0
ASCC3,NUP54,Jurkat,0
ASCC3,PGK1,Jurkat,0
ASCC3,PPWD1,Jurkat,0
ASCC3,PSMC1,Jurkat,0
ASCC3,RFC4,Jurkat,0
ASCC3,RPL3,Jurkat,0
ASCC3,RPLP1,Jurkat,1
ASCC3,SNRNP200,Jurkat,0
ASCC3,SSB,Jurkat,0
ASCC3,TRMT5,Jurkat,0
ASCC3,TUBB,Jurkat,0
ASCC3,WDR61,Jurkat,1
ASCC3,ZNHIT6,Jurkat,0
ATP1A1,AURKA,Jurkat,0
ATP1A1,CDC27,Jurkat,0
ATP1A1,CENPW,Jurkat,0
ATP1A1,CEP152,Jurkat,0
ATP1A1,EIF4G1,Jurkat,0
ATP1A1,EIF4G2,Jurkat,0
ATP1A1,EXOSC4,Jurkat,0
ATP1A1,LIAS,Jurkat,0
ATP1A1,MAPKAP1,Jurkat,0
ATP1A1,MED28,Jurkat,0
ATP1A1,MRPL11,Jurkat,0
ATP1A1,MRPL16,Jurkat,0
ATP1A1,MRPL3,Jurkat,0
ATP1A1,MRPL46,Jurkat,0
ATP1A1,MRPS16,Jurkat,0
ATP1A1,MRPS35,Jurkat,0
ATP1A1,MRPS5,Jurkat,0
ATP1A1,NAT10,Jurkat,0
ATP1A1,NDUFA8,Jurkat,0
ATP1A1,NDUFA9,Jurkat,0
ATP1A1,POLE,Jurkat,0
ATP1A1,PSMC2,Jurkat,0
ATP1A1,RBBP8,Jurkat,0
ATP1A1,RBM17,Jurkat,0
ATP1A1,RPL32,Jurkat,0
ATP1A1,SDHC,Jurkat,0
ATP1A1,SNRPC,Jurkat,0
ATP1A1,SRFBP1,Jurkat,0
ATP1A1,SSB,Jurkat,0
ATP1A1,TFB1M,Jurkat,0
ATP1A1,TOMM22,Jurkat,0
ATP1A1,WDR7,Jurkat,0
ATP1A1,YTHDC1,Jurkat,0
ATP6V1G1,EFR3A,Jurkat,0
ATP6V1G1,EIF3M,Jurkat,0
ATP6V1G1,EMC1,Jurkat,0
ATP6V1G1,EMC7,Jurkat,0
ATP6V1G1,FAM98B,Jurkat,0
ATP6V1G1,FIP1L1,Jurkat,0
ATP6V1G1,GEMIN4,Jurkat,0
ATP6V1G1,GTPBP4,Jurkat,0
ATP6V1G1,KDM1A,Jurkat,0
ATP6V1G1,MRPL16,Jurkat,0
ATP6V1G1,MRPL3,Jurkat,0
ATP6V1G1,MRPL35,Jurkat,0
ATP6V1G1,MRPL37,Jurkat,0
ATP6V1G1,MRPS18B,Jurkat,0
ATP6V1G1,MTPAP,Jurkat,0
ATP6V1G1,NUP85,Jurkat,0
ATP6V1G1,PDCD7,Jurkat,0
ATP6V1G1,PNN,Jurkat,0
ATP6V1G1,POLR2K,Jurkat,0
ATP6V1G1,PPAT,Jurkat,0
ATP6V1G1,PPP2R1A,Jurkat,0
ATP6V1G1,RPL32,Jurkat,0
ATP6V1G1,RPLP2,Jurkat,0
ATP6V1G1,RPS18,Jurkat,0
ATP6V1G1,RPTOR,Jurkat,0
ATP6V1G1,SKIV2L,Jurkat,0
ATP6V1G1,SMNDC1,Jurkat,0
ATP6V1G1,SSB,Jurkat,0
ATP6V1G1,TAF1,Jurkat,0
ATP6V1G1,TCOF1,Jurkat,0
ATP6V1G1,TTC4,Jurkat,0
ATP6V1G1,UBA2,Jurkat,0
AURKA,BDP1,Jurkat,0
AURKA,CDC40,Jurkat,0
AURKA,CDK1,Jurkat,0
AURKA,CENPK,Jurkat,1
AURKA,COPS4,Jurkat,1
AURKA,CTNNBL1,Jurkat,1
AURKA,DDX18,Jurkat,0
AURKA,EIF5B,Jurkat,0
AURKA,EIF6,Jurkat,0
AURKA,ELP4,Jurkat,0
AURKA,HYPK,Jurkat,0
AURKA,INTS5,Jurkat,0
AURKA,MAPKAP1,Jurkat,0
AURKA,MRPL27,Jurkat,0
AURKA,MRPL42,Jurkat,0
AURKA,NCBP1,Jurkat,0
AURKA,NUP54,Jurkat,0
AURKA,PGK1,Jurkat,0
AURKA,PPP2R1A,Jurkat,0
AURKA,REXO2,Jurkat,0
AURKA,RPL10,Jurkat,0
AURKA,RPL28,Jurkat,0
AURKA,RPL35,Jurkat,1
AURKA,SRFBP1,Jurkat,1
AURKA,TBCB,Jurkat,0
AURKA,TCF25,Jurkat,0
AURKA,TIMM22,Jurkat,0
AURKA,TRNAU1AP,Jurkat,0
AURKA,UBA2,Jurkat,1
BDP1,CCNK,Jurkat,0
BDP1,CSTF3,Jurkat,0
BDP1,DDX18,Jurkat,0
BDP1,EIF2B2,Jurkat,0
BDP1,EMC2,Jurkat,0
BDP1,EXOSC2,Jurkat,0
BDP1,FIP1L1,Jurkat,0
BDP1,MRPL22,Jurkat,0
BDP1,MTPAP,Jurkat,0
BDP1,NDUFB4,Jurkat,0
BDP1,PRIM2,Jurkat,0
BDP1,RBM17,Jurkat,0
BDP1,RBM25,Jurkat,0
BDP1,ROMO1,Jurkat,0
BDP1,RPL5,Jurkat,0
BDP1,RPS18,Jurkat,0
BDP1,RPTOR,Jurkat,0
BDP1,SCO1,Jurkat,0
BDP1,SNRNP70,Jurkat,0
BDP1,SNRPC,Jurkat,0
BDP1,SRFBP1,Jurkat,0
BDP1,SSB,Jurkat,0
BDP1,TBCB,Jurkat,0
BDP1,TCOF1,Jurkat,0
BDP1,TGIF2,Jurkat,0
BDP1,TIMM9,Jurkat,0
BNIP1,CDC23,Jurkat,0
BNIP1,CENPW,Jurkat,0
BNIP1,EBNA1BP2,Jurkat,0
BNIP1,EIF2B5,Jurkat,0
BNIP1,EIF4G1,Jurkat,0
BNIP1,EXOSC2,Jurkat,1
BNIP1,HSCB,Jurkat,0
BNIP1,HUS1,Jurkat,0
BNIP1,LEO1,Jurkat,1
BNIP1,MRPL36,Jurkat,0
BNIP1,MRPL42,Jurkat,0
BNIP1,MRPS27,Jurkat,0
BNIP1,MRPS5,Jurkat,0
BNIP1,NDUFA2,Jurkat,0
BNIP1,NDUFB1,Jurkat,0
BNIP1,PPCS,Jurkat,0
BNIP1,RINT1,Jurkat,1
BNIP1,RNF20,Jurkat,0
BNIP1,RPL10,Jurkat,0
BNIP1,RPL23,Jurkat,0
BNIP1,RPLP1,Jurkat,0
BNIP1,SYVN1,Jurkat,0
BNIP1,TFB1M,Jurkat,0
BNIP1,TSEN2,Jurkat,0
BNIP1,TTC4,Jurkat,0
BNIP1,WDR61,Jurkat,1
BOD1L1,BTF3,Jurkat,0
BOD1L1,CCT8,Jurkat,0
BOD1L1,CEP152,Jurkat,0
BOD1L1,COPS4,Jurkat,1
BOD1L1,COX7C,Jurkat,0
BOD1L1,DUT,Jurkat,1
BOD1L1,EIF3M,Jurkat,0
BOD1L1,GTF3C3,Jurkat,0
BOD1L1,GTPBP4,Jurkat,0
BOD1L1,KCTD10,Jurkat,0
BOD1L1,LEO1,Jurkat,1
BOD1L1,MED1,Jurkat,0
BOD1L1,MED17,Jurkat,0
BOD1L1,MRPL11,Jurkat,0
BOD1L1,MRPL13,Jurkat,0
BOD1L1,MRPL32,Jurkat,0
BOD1L1,MRPL33,Jurkat,0
BOD1L1,MRPL35,Jurkat,0
BOD1L1,MRPL37,Jurkat,0
BOD1L1,MTPAP,Jurkat,0
BOD1L1,PGD,Jurkat,0
BOD1L1,RPLP2,Jurkat,0
BOD1L1,RPS18,Jurkat,0
BOD1L1,SPAG7,Jurkat,0
BOD1L1,STXBP4,Jurkat,0
BOD1L1,TRNAU1AP,Jurkat,0
BOD1L1,WDR61,Jurkat,1
BOD1L1,ZNRD1,Jurkat,0
BTF3,BUB3,Jurkat,0
BTF3,CAPZB,Jurkat,0
BTF3,CDC23,Jurkat,0
BTF3,CEP152,Jurkat,0
BTF3,DCAF7,Jurkat,0
BTF3,GFER,Jurkat,0
BTF3,LONP1,Jurkat,0
BTF3,MRPL18,Jurkat,0
BTF3,MRPL27,Jurkat,0
BTF3,MRPL36,Jurkat,0
BTF3,MRPS27,Jurkat,0
BTF3,MTBP,Jurkat,0
BTF3,NEMF,Jurkat,0
BTF3,NUP54,Jurkat,0
BTF3,PFAS,Jurkat,0
BTF3,POLR2B,Jurkat,0
BTF3,PPIE,Jurkat,0
BTF3,PSMC2,Jurkat,0
BTF3,SCO1,Jurkat,0
BTF3,SNIP1,Jurkat,0
BTF3,SNRPD3,Jurkat,0
BTF3,SSBP1,Jurkat,0
BTF3,TCF25,Jurkat,0
BTF3,UBA3,Jurkat,0
BTF3,WDR7,Jurkat,0
BTF3,YTHDC1,Jurkat,0
BTF3,ZMAT5,Jurkat,0
BUB3,CENPK,Jurkat,1
BUB3,DCTN4,Jurkat,0
BUB3,DDX46,Jurkat,0
BUB3,DHODH,Jurkat,0
BUB3,EIF2B2,Jurkat,0
BUB3,FIP1L1,Jurkat,0
BUB3,HUS1,Jurkat,0
BUB3,INTS5,Jurkat,0
BUB3,LIAS,Jurkat,0
BUB3,MED23,Jurkat,0
BUB3,MRPL27,Jurkat,0
BUB3,MRPL39,Jurkat,0
BUB3,MRPS16,Jurkat,0
BUB3,NAA25,Jurkat,0
BUB3,NFYC,Jurkat,0
BUB3,NUP85,Jurkat,0
BUB3,PNN,Jurkat,0
BUB3,PTCD1,Jurkat,0
BUB3,RAE1,Jurkat,0
BUB3,RINT1,Jurkat,0
BUB3,RPS28,Jurkat,0
BUB3,TBCB,Jurkat,0
BUB3,TCF25,Jurkat,0
BUB3,TUBB,Jurkat,0
BUB3,USE1,Jurkat,0
BUB3,ZCCHC9,Jurkat,0
BUB3,ZNF830,Jurkat,0
CACTIN,CAMLG,Jurkat,0
CACTIN,COA3,Jurkat,0
CACTIN,CSTF3,Jurkat,0
CACTIN,CWC22,Jurkat,0
CACTIN,EBNA1BP2,Jurkat,0
CACTIN,FAM98B,Jurkat,0
CACTIN,FDPS,Jurkat,0
CACTIN,INTS3,Jurkat,0
CACTIN,LEO1,Jurkat,0
CACTIN,MRPL15,Jurkat,0
CACTIN,MRPL19,Jurkat,0
CACTIN,MRPL33,Jurkat,0
CACTIN,MRPS18A,Jurkat,0
CACTIN,NDUFB4,Jurkat,0
CACTIN,NOLC1,Jurkat,0
CACTIN,PDRG1,Jurkat,0
CACTIN,PITRM1,Jurkat,0
CACTIN,PNISR,Jurkat,0
CACTIN,PPCS,Jurkat,0
CACTIN,PTCD3,Jurkat,0
CACTIN,RAD51,Jurkat,0
CACTIN,RFC4,Jurkat,0
CACTIN,RNGTT,Jurkat,0
CACTIN,RPL23,Jurkat,0
CACTIN,SNAPC1,Jurkat,0
CACTIN,SSB,Jurkat,0
CACTIN,SYVN1,Jurkat,0
CACTIN,TAF1,Jurkat,0
CACTIN,TAF1A,Jurkat,0
CACTIN,TBCB,Jurkat,0
CACTIN,TIPIN,Jurkat,0
CACTIN,TUBGCP5,Jurkat,0
CACTIN,WDR77,Jurkat,0
CACTIN,ZCCHC9,Jurkat,0
CACTIN,ZNRD1,Jurkat,0
CAMLG,CCT8,Jurkat,0
CAMLG,CDC23,Jurkat,0
CAMLG,CENPP,Jurkat,0
CAMLG,DDX18,Jurkat,0
CAMLG,DLST,Jurkat,0
CAMLG,EIF4A1,Jurkat,0
CAMLG,MED14,Jurkat,0
CAMLG,METTL17,Jurkat,0
CAMLG,MRPL36,Jurkat,0
CAMLG,MRPL42,Jurkat,0
CAMLG,MRPS14,Jurkat,0
CAMLG,MRPS5,Jurkat,0
CAMLG,MRPS9,Jurkat,0
CAMLG,NIP7,Jurkat,0
CAMLG,NOL10,Jurkat,0
CAMLG,PDSS2,Jurkat,0
CAMLG,PGK1,Jurkat,0
CAMLG,PSMB6,Jurkat,0
CAMLG,RAD51,Jurkat,0
CAMLG,REXO2,Jurkat,0
CAMLG,RPL11,Jurkat,0
CAMLG,RPL28,Jurkat,0
CAMLG,RPS28,Jurkat,0
CAMLG,SF3B1,Jurkat,0
CAMLG,SFXN1,Jurkat,0
CAMLG,SNRNP200,Jurkat,0
CAMLG,SPAG7,Jurkat,0
CAMLG,TIPIN,Jurkat,0
CAMLG,UBA2,Jurkat,0
CAMLG,ZNHIT6,Jurkat,0
CAPZB,COA3,Jurkat,0
CAPZB,DHODH,Jurkat,0
CAPZB,EIF4A1,Jurkat,0
CAPZB,EMC1,Jurkat,0
CAPZB,FARSA,Jurkat,0
CAPZB,GNPAT,Jurkat,0
CAPZB,GTPBP4,Jurkat,0
CAPZB,HSCB,Jurkat,0
CAPZB,HYPK,Jurkat,0
CAPZB,MAX,Jurkat,0
CAPZB,MCM3AP,Jurkat,0
CAPZB,MED10,Jurkat,0
CAPZB,MED22,Jurkat,0
CAPZB,MED28,Jurkat,0
CAPZB,METTL17,Jurkat,0
CAPZB,MRPL15,Jurkat,0
CAPZB,MRPL19,Jurkat,0
CAPZB,MRPS18A,Jurkat,0
CAPZB,MRPS18B,Jurkat,0
CAPZB,MTBP,Jurkat,0
CAPZB,MTOR,Jurkat,0
CAPZB,NAA25,Jurkat,0
CAPZB,NCAPD2,Jurkat,0
CAPZB,NEMF,Jurkat,0
CAPZB,POLN,Jurkat,0
CAPZB,PRMT5,Jurkat,0
CAPZB,RNF20,Jurkat,0
CAPZB,RPL23,Jurkat,0
CAPZB,SLC7A6OS,Jurkat,0
CAPZB,TSEN2,Jurkat,0
CAPZB,VPS29,Jurkat,0
CAPZB,WARS2,Jurkat,0
CAPZB,YTHDC1,Jurkat,0
CARS2,CDC23,Jurkat,0
CARS2,CDC26,Jurkat,0
CARS2,CENPK,Jurkat,0
CARS2,CNOT1,Jurkat,0
CARS2,COX16,Jurkat,0
CARS2,COX7C,Jurkat,0
CARS2,EIF2B2,Jurkat,0
CARS2,EIF3M,Jurkat,0
CARS2,EIF4G2,Jurkat,0
CARS2,EIF5B,Jurkat,0
CARS2,FARSA,Jurkat,0
CARS2,GNPAT,Jurkat,0
CARS2,MCM3,Jurkat,0
CARS2,MPHOSPH6,Jurkat,0
CARS2,MRPL18,Jurkat,0
CARS2,MRPL32,Jurkat,0
CARS2,MRPS14,Jurkat,0
CARS2,MRPS35,Jurkat,0
CARS2,NEMF,Jurkat,0
CARS2,NIP7,Jurkat,0
CARS2,NOLC1,Jurkat,0
CARS2,NUP43,Jurkat,0
CARS2,PSMC2,Jurkat,0
CARS2,RNF20,Jurkat,0
CARS2,RPS27A,Jurkat,0
CARS2,SKIV2L,Jurkat,0
CARS2,SLC7A6OS,Jurkat,0
CARS2,SPDL1,Jurkat,0
CARS2,TUBB,Jurkat,0
CARS2,UMPS,Jurkat,0
CCNK,CCT8,Jurkat,0
CCNK,CDC16,Jurkat,0
CCNK,CDC27,Jurkat,0
CCNK,CDK12,Jurkat,0
CCNK,CHMP2A,Jurkat,1
CCNK,DDX18,Jurkat,0
CCNK,EFR3A,Jurkat,0
CCNK,EIF2B2,Jurkat,0
CCNK,EIF6,Jurkat,0
CCNK,FDPS,Jurkat,1
