gene1_name,gene2_name,cell_line,label
PRMT5,SPAG7,Jurkat,0.0
EXOSC2,PPCS,Jurkat,0.0
FARSA,SNRNP70,Jurkat,0.0
MTBP,TRPM7,Jurkat,0.0
EMC1,SCO1,Jurkat,0.0
CACTIN,EIF4G1,Jurkat,0.0
MRPL35,NCBP1,Jurkat,0.0
SF3B1,ZMAT5,Jurkat,0.0
CDK1,COA3,Jurkat,0.0
NOP58,PRMT5,Jurkat,0.0
DUT,PPWD1,Jurkat,0.0
MED22,POLR3A,Jurkat,0.0
PITRM1,SNRPC,Jurkat,0.0
LEO1,RPP30,Jurkat,0.0
CDC23,FAM98B,Jurkat,0.0
COX7C,SPAG7,Jurkat,0.0
MED17,MRPL11,Jurkat,0.0
POLR3A,ZNF598,Jurkat,0.0
PSMD4,ZCCHC9,Jurkat,0.0
CNOT1,EIF4G2,Jurkat,0.0
RBFA,SKIV2L,Jurkat,0.0
PITRM1,RRM1,Jurkat,0.0
MED17,SDHC,Jurkat,0.0
ELP4,RPL5,Jurkat,0.0
MED23,TTC4,Jurkat,0.0
FIP1L1,PSMD12,Jurkat,0.0
RBFA,ZNF830,Jurkat,0.0
AFG3L2,PPWD1,Jurkat,0.0
COPE,REXO2,Jurkat,0.0
AARS2,SCO1,Jurkat,0.0
MRPL11,TRNAU1AP,Jurkat,0.0
RPLP2,SLC7A1,Jurkat,0.0
CDK1,POLD1,Jurkat,0.0
RBBP8,RBFA,Jurkat,0.0
NAMPT,SAP18,Jurkat,0.0
LONP1,TOMM22,Jurkat,0.0
FAM98B,SF3B1,Jurkat,0.0
INTS3,POLR3A,Jurkat,0.0
RBM17,TSEN2,Jurkat,0.0
BOD1L1,EEF1G,Jurkat,0.0
ATP1A1,ZNF830,Jurkat,0.0
NUP85,TBCB,Jurkat,0.0
CEP152,PSMD6,Jurkat,0.0
SEH1L,TIMM22,Jurkat,0.0
CCNK,DHX37,Jurkat,0.0
MRPS16,RPL24,Jurkat,0.0
NOC2L,TUBGCP5,Jurkat,0.0
CDC16,SNRNP200,Jurkat,0.0
MAX,NACA,Jurkat,0.0
TIMM9,UMPS,Jurkat,0.0
MRPS16,NFYC,Jurkat,0.0
HCCS,SSB,Jurkat,0.0
CEP152,UBA2,Jurkat,0.0
CDC40,RPTOR,Jurkat,0.0
EFR3A,OPA1,Jurkat,0.0
PDCD7,RPTOR,Jurkat,0.0
DUT,TRRAP,Jurkat,0.0
NDUFB4,PRMT5,Jurkat,0.0
FH,TUBB,Jurkat,0.0
RPL3,SSB,Jurkat,0.0
BNIP1,DCAF7,Jurkat,0.0
AFG3L2,MRPS11,Jurkat,0.0
ATP1A1,UMPS,Jurkat,0.0
WDR77,ZNHIT6,Jurkat,0.0
EIF6,POLR2K,Jurkat,0.0
NUDC,POLR3A,Jurkat,0.0
LARS2,NUP43,Jurkat,0.0
MRPL46,PAXBP1,Jurkat,0.0
EMC2,RPL36A,Jurkat,0.0
NUDC,RPS28,Jurkat,0.0
CENPM,MRPL15,Jurkat,0.0
GEMIN4,PNISR,Jurkat,0.0
COQ2,SNIP1,Jurkat,0.0
SKIV2L,SPDL1,Jurkat,0.0
MTHFD2,RPLP1,Jurkat,0.0
PNN,RPL27,Jurkat,0.0
MCM4,MRPL11,Jurkat,0.0
MED23,RNF20,Jurkat,0.0
EIF4G2,RPS18,Jurkat,0.0
CDK1,TRPM7,Jurkat,0.0
HUS1,USE1,Jurkat,0.0
DDX18,HCCS,Jurkat,0.0
RPS28,TCOF1,Jurkat,0.0
MRPL13,NUDC,Jurkat,0.0
PDSS2,TGIF2,Jurkat,0.0
PITRM1,RPL27,Jurkat,0.0
BTF3,DLST,Jurkat,0.0
EMC2,MRPL35,Jurkat,0.0
MRPL16,ZNF511,Jurkat,0.0
HUS1,UMPS,Jurkat,0.0
DHX37,NEMF,Jurkat,0.0
PAXBP1,UBA3,Jurkat,0.0
CSTF3,TIMM9,Jurkat,0.0
METTL17,SRFBP1,Jurkat,0.0
LARS2,MRPL37,Jurkat,0.0
RPL35,SLC7A1,Jurkat,0.0
MTHFD2,PDRG1,Jurkat,0.0
GEMIN4,RPF2,Jurkat,0.0
EIF4A1,PAXBP1,Jurkat,0.0
MRPL36,NDUFB1,Jurkat,0.0
RRM1,TSEN2,Jurkat,0.0
HSCB,TFB1M,Jurkat,0.0
AATF,EBNA1BP2,Jurkat,0.0
RRM1,USE1,Jurkat,0.0
EFR3A,TUBGCP3,Jurkat,0.0
RPL3,ZNHIT6,Jurkat,0.0
DCAF7,MRPS23,Jurkat,0.0
COX5A,GEMIN4,Jurkat,0.0
EFR3A,RFC5,Jurkat,0.0
AARS2,ZNF598,Jurkat,0.0
HYPK,TTC4,Jurkat,0.0
ATP1A1,FDPS,Jurkat,0.0
BUB3,FARSA,Jurkat,0.0
EXOSC2,RPS27A,Jurkat,0.0
RPF2,SNIP1,Jurkat,0.0
IMPDH2,MRPS16,Jurkat,0.0
RNF20,WDR7,Jurkat,0.0
RINT1,SNRNP200,Jurkat,0.0
SNRNP200,TUBGCP5,Jurkat,0.0
MED1,SNRPB,Jurkat,0.0
SLC7A6OS,SNRNP70,Jurkat,0.0
ATP6V1G1,METAP2,Jurkat,0.0
PPCS,ZNRD1,Jurkat,0.0
CTNNBL1,EIF2B2,Jurkat,0.0
ANKZF1,DCAF7,Jurkat,0.0
RFC4,RRM1,Jurkat,0.0
RPLP2,UBA2,Jurkat,0.0
PTCD1,YTHDC1,Jurkat,0.0
CACTIN,POLR3B,Jurkat,0.0
CENPP,SSB,Jurkat,0.0
PRMT5,RPL3,Jurkat,0.0
PSMB6,WARS2,Jurkat,0.0
CAMLG,DNTTIP2,Jurkat,0.0
MCM3,RAE1,Jurkat,0.0
EIF3M,SF3B1,Jurkat,0.0
MRPS25,PDRG1,Jurkat,0.0
NOL10,PSPH,Jurkat,0.0
EMC2,PITRM1,Jurkat,0.0
CHMP2A,EIF2B2,Jurkat,0.0
DNTTIP2,NOL10,Jurkat,0.0
CDK12,PPWD1,Jurkat,0.0
CDC23,LARS2,Jurkat,0.0
GPN3,MED24,Jurkat,0.0
DHX37,KDM1A,Jurkat,0.0
FH,NDUFB2,Jurkat,0.0
RPA3,TSEN2,Jurkat,0.0
RPL36A,SNRPB,Jurkat,0.0
PRIM2,SLC7A1,Jurkat,0.0
POLR3B,RPL23,Jurkat,0.0
MED24,PGD,Jurkat,0.0
MPHOSPH6,PWP1,Jurkat,0.0
BDP1,GEMIN4,Jurkat,0.0
TAF1A,UBA2,Jurkat,0.0
AATF,TUBGCP5,Jurkat,0.0
SDHC,TRNAU1AP,Jurkat,0.0
CENPP,RPSA,Jurkat,0.0
RPS27A,SPDL1,Jurkat,0.0
MFAP1,RFC5,Jurkat,0.0
CCNK,PWP1,Jurkat,0.0
COPS4,TTC4,Jurkat,0.0
WARS2,ZNHIT6,Jurkat,0.0
RAE1,SNAPC1,Jurkat,0.0
RAE1,UQCRB,Jurkat,0.0
HYPK,NDUFB1,Jurkat,0.0
EBNA1BP2,NIP7,Jurkat,0.0
HUS1,ZNF511,Jurkat,0.0
CDK12,EXOSC6,Jurkat,0.0
EMC7,ZMAT5,Jurkat,0.0
DLST,NCBP1,Jurkat,0.0
SYVN1,TUBGCP3,Jurkat,0.0
NOC2L,SKA3,Jurkat,0.0
GNL3L,TTC4,Jurkat,0.0
RPL3,TIMM9,Jurkat,0.0
BDP1,CAPZB,Jurkat,0.0
EMC4,WDR77,Jurkat,0.0
MRPS25,NOLC1,Jurkat,0.0
NIP7,PFAS,Jurkat,0.0
DLST,PSPH,Jurkat,0.0
CSTF3,NOL10,Jurkat,0.0
RPL11,TFB1M,Jurkat,0.0
TCF25,TGIF2,Jurkat,0.0
MRPL15,PAXBP1,Jurkat,0.0
PITRM1,PSMD12,Jurkat,0.0
MRPS16,RAD51,Jurkat,0.0
GFER,TUBGCP3,Jurkat,0.0
AFG3L2,MED17,Jurkat,0.0
BUB3,EXOSC2,Jurkat,0.0
MCM4,VPS29,Jurkat,0.0
DAP3,RNGTT,Jurkat,0.0
MRPL16,UQCRB,Jurkat,0.0
MRPL18,SNIP1,Jurkat,0.0
EMC2,POLR2K,Jurkat,0.0
ATP6V1G1,DUT,Jurkat,0.0
ASCC3,NCBP1,Jurkat,0.0
TCOF1,TRRAP,Jurkat,0.0
EIF6,LIAS,Jurkat,0.0
CSTF3,NCBP1,Jurkat,0.0
RPLP1,SSB,Jurkat,0.0
PDRG1,RNF20,Jurkat,0.0
CACTIN,PDCD7,Jurkat,0.0
OPA1,TIPIN,Jurkat,0.0
POLE,SKA3,Jurkat,0.0
COPE,SPDL1,Jurkat,0.0
BDP1,MBTPS2,Jurkat,0.0
MED22,MRPL13,Jurkat,0.0
FDPS,NEMF,Jurkat,0.0
INTS3,TGIF2,Jurkat,0.0
BTF3,ROMO1,Jurkat,0.0
MRPS25,REXO2,Jurkat,0.0
TGIF2,YTHDC1,Jurkat,0.0
BDP1,PDRG1,Jurkat,0.0
NOP58,SNRPD3,Jurkat,0.0
MED23,WDR36,Jurkat,0.0
MRPL39,RPS28,Jurkat,0.0
PSMC1,SNAPC1,Jurkat,0.0
COPE,SNRPD3,Jurkat,0.0
MED17,RPL30,Jurkat,0.0
GTF2H4,NFYC,Jurkat,0.0
ASCC3,MRPS27,Jurkat,0.0
PSMC2,RPL10,Jurkat,0.0
HSCB,SEH1L,Jurkat,0.0
BTF3,SMC5,Jurkat,0.0
BNIP1,ZMAT2,Jurkat,0.0
PGD,TGIF2,Jurkat,0.0
ARL2,MRPS16,Jurkat,0.0
MRPS10,RBM17,Jurkat,0.0
POLN,SPDL1,Jurkat,0.0
MRPL11,VPS29,Jurkat,0.0
CWC22,RPP30,Jurkat,0.0
MRPL33,MRPS23,Jurkat,0.0
CDC16,PSMC2,Jurkat,0.0
CAMLG,PSMB6,Jurkat,0.0
SNRPB,ZNF830,Jurkat,0.0
AATF,TIPIN,Jurkat,0.0
EBNA1BP2,RFC5,Jurkat,0.0
MRPS14,TRMT5,Jurkat,0.0
NFYC,PTCD3,Jurkat,0.0
DICER1,EIF3C,Jurkat,0.0
COX5A,MED17,Jurkat,0.0
EIF3H,SNRPC,Jurkat,0.0
SSB,TUBGCP3,Jurkat,0.0
CDC40,PGD,Jurkat,0.0
BTF3,MRPL27,Jurkat,0.0
MRPL46,PITRM1,Jurkat,0.0
EXOSC6,MED10,Jurkat,0.0
EIF3C,PPAT,Jurkat,0.0
PSMC1,RPTOR,Jurkat,0.0
ARIH1,ZNHIT6,Jurkat,0.0
MRPL24,MRPL33,Jurkat,0.0
NUP85,TCOF1,Jurkat,0.0
BOD1L1,GTPBP4,Jurkat,0.0
RRM1,SEH1L,Jurkat,0.0
PSMD4,TUBB,Jurkat,0.0
NUDC,RAD51,Jurkat,0.0
DYNC1H1,MRPL19,Jurkat,0.0
MED14,MRPS9,Jurkat,0.0
PSMD12,SNIP1,Jurkat,0.0
RPTOR,UBA3,Jurkat,0.0
ATP6V1G1,MAPKAP1,Jurkat,0.0
POLE,PRMT5,Jurkat,0.0
EFR3A,NFYC,Jurkat,0.0
EXOSC2,RPL5,Jurkat,0.0
MRPS9,SSB,Jurkat,0.0
MRPL42,TCF25,Jurkat,0.0
MCM3,NUP43,Jurkat,0.0
FH,NEMF,Jurkat,0.0
DUT,MZT1,Jurkat,0.0
DNTTIP2,MCM4,Jurkat,0.0
NUP43,PSMD4,Jurkat,0.0
MRPS14,PSMB7,Jurkat,0.0
MRPS35,TAF1A,Jurkat,0.0
NIP7,NOL10,Jurkat,0.0
LONP1,NIP7,Jurkat,0.0
COA3,MED9,Jurkat,0.0
MRPL36,RPL27,Jurkat,0.0
ASCC3,NOLC1,Jurkat,0.0
TSEN2,USE1,Jurkat,0.0
RFC5,RPLP1,Jurkat,0.0
MCM4,NDUFA9,Jurkat,0.0
MRPS16,YTHDC1,Jurkat,0.0
CENPP,CTNNBL1,Jurkat,0.0
ARL2,TUBGCP3,Jurkat,0.0
MTOR,SLC7A1,Jurkat,0.0
PDRG1,SLC7A6OS,Jurkat,0.0
MRPS23,SPAG7,Jurkat,0.0
PRIM2,ZNF511,Jurkat,0.0
MRPL13,SKA3,Jurkat,0.0
EIF4A1,NDUFB4,Jurkat,0.0
CHMP2A,DDX46,Jurkat,0.0
MAX,SEH1L,Jurkat,0.0
CHMP2A,RPL28,Jurkat,0.0
PSMB6,RPLP1,Jurkat,0.0
CWC22,MRPL19,Jurkat,0.0
HCCS,HSCB,Jurkat,0.0
ANKZF1,ATP6V1G1,Jurkat,0.0
EIF6,FARSA,Jurkat,0.0
ANKZF1,RPS28,Jurkat,0.0
CEP152,MRPL13,Jurkat,0.0
SKA3,WDR61,Jurkat,0.0
LARS2,OGFOD1,Jurkat,0.0
BOD1L1,MRPL19,Jurkat,0.0
PFAS,UMPS,Jurkat,0.0
MRPS21,WDR36,Jurkat,0.0
SKA3,TRPM7,Jurkat,0.0
NDUFB1,ZNHIT6,Jurkat,0.0
AARS2,DHODH,Jurkat,0.0
MRPS25,RPL5,Jurkat,0.0
ELP4,MRPL39,Jurkat,0.0
PNN,SCO1,Jurkat,0.0
PRMT5,RAD51,Jurkat,0.0
BUB3,CENPP,Jurkat,0.0
EMC7,NUP43,Jurkat,0.0
COX7C,MED24,Jurkat,0.0
HSCB,SCO1,Jurkat,0.0
NAT10,PSMD6,Jurkat,0.0
ARGLU1,WDR36,Jurkat,0.0
AATF,PPWD1,Jurkat,0.0
CDK1,YTHDC1,Jurkat,0.0
FBXO28,LIAS,Jurkat,0.0
PDCD7,SF3B1,Jurkat,0.0
SNRPC,TAF1A,Jurkat,0.0
CMAS,RPS27A,Jurkat,0.0
MRPS30,NAMPT,Jurkat,0.0
CDC23,MRPL36,Jurkat,0.0
MED17,ZMAT5,Jurkat,0.0
DCAF7,RBM17,Jurkat,0.0
MCM4,SSB,Jurkat,0.0
STXBP4,WDR36,Jurkat,0.0
CHMP2A,SNRNP200,Jurkat,0.0
PAXBP1,TUBGCP3,Jurkat,0.0
RNGTT,SDHC,Jurkat,0.0
MRPL32,RTF1,Jurkat,0.0
MRPL43,NOC2L,Jurkat,0.0
NUDC,NUP85,Jurkat,0.0
MRPS11,PITRM1,Jurkat,0.0
COA3,MRPL37,Jurkat,0.0
MRPL46,SMNDC1,Jurkat,0.0
COPE,SFXN1,Jurkat,0.0
CENPW,PSPH,Jurkat,0.0
DHX37,PDSS2,Jurkat,0.0
CENPW,MZT1,Jurkat,0.0
NAA25,NAMPT,Jurkat,0.0
MRPS5,RFC4,Jurkat,0.0
HSCB,NDUFA8,Jurkat,0.0
POLN,PPP2R1A,Jurkat,0.0
PAXBP1,RPL32,Jurkat,0.0
RPL24,SNAPC1,Jurkat,0.0
NCBP1,NUDC,Jurkat,1.0
MAPKAP1,ZNF830,Jurkat,0.0
FBXO28,PSPH,Jurkat,0.0
EMC4,UBA2,Jurkat,0.0
SSBP1,ZNHIT6,Jurkat,0.0
MRPL15,ZNF830,Jurkat,0.0
DNTTIP2,SFXN1,Jurkat,0.0
CDK12,DHODH,Jurkat,0.0
DHX37,MRPS18B,Jurkat,0.0
FDPS,WDR36,Jurkat,0.0
DCAF7,SMC5,Jurkat,0.0
EXOSC6,POLR2B,Jurkat,0.0
EFR3A,POLN,Jurkat,0.0
RFC4,TUBGCP5,Jurkat,0.0
MRPL11,MRPL24,Jurkat,0.0
INTS5,ZMAT5,Jurkat,0.0
OPA1,SFXN1,Jurkat,0.0
CDC16,MTHFD2,Jurkat,0.0
MRPL19,USE1,Jurkat,0.0
PSMD4,UBA3,Jurkat,0.0
CARS2,GNL3L,Jurkat,0.0
MRPS14,PSMC1,Jurkat,0.0
MRPS35,RPLP2,Jurkat,0.0
METAP2,RRM1,Jurkat,0.0
MRPS18A,RPP30,Jurkat,0.0
EIF6,PSMC2,Jurkat,0.0
GTF2H4,PDSS2,Jurkat,0.0
ARL2,MRPL46,Jurkat,0.0
METAP2,NAT10,Jurkat,0.0
AARS2,ACTR10,Jurkat,0.0
EBNA1BP2,GNL2,Jurkat,0.0
EIF4G2,NOLC1,Jurkat,0.0
PMF1,WDR61,Jurkat,1.0
MRPL24,RPLP2,Jurkat,0.0
AATF,LARS2,Jurkat,0.0
CDC26,NDUFB1,Jurkat,0.0
EIF3C,LIAS,Jurkat,0.0
EIF2B5,WDR36,Jurkat,0.0
MPHOSPH6,PMF1,Jurkat,0.0
BOD1L1,MRPL11,Jurkat,0.0
NACA,RPL28,Jurkat,0.0
MED24,PDSS2,Jurkat,0.0
NDUFA9,TRA2B,Jurkat,0.0
MRPL10,MRPS30,Jurkat,0.0
MFAP1,MRPL11,Jurkat,0.0
CENPK,MRPL11,Jurkat,0.0
ARL2,NDUFB1,Jurkat,0.0
MRPL35,RFC4,Jurkat,0.0
NDUFB1,SMC5,Jurkat,0.0
FAM98B,ZCCHC9,Jurkat,0.0
INTS3,TCOF1,Jurkat,0.0
POLR2B,TIMM22,Jurkat,0.0
COQ2,HUS1,Jurkat,0.0
PSMD12,TRA2B,Jurkat,0.0
CDC16,PTCD3,Jurkat,0.0
DICER1,TSEN2,Jurkat,0.0
KDM1A,TFB1M,Jurkat,0.0
EIF4A1,PPP2R1A,Jurkat,0.0
CARS2,TIPIN,Jurkat,0.0
EBNA1BP2,PSMB6,Jurkat,0.0
GEMIN4,GNL3L,Jurkat,0.0
FDPS,RPS27A,Jurkat,0.0
EBNA1BP2,MTHFD2,Jurkat,0.0
KCTD10,MRPL10,Jurkat,0.0
HYPK,PSMC2,Jurkat,0.0
POLR3B,RRM1,Jurkat,0.0
RPL36A,SEH1L,Jurkat,0.0
RINT1,RPLP1,Jurkat,0.0
FIP1L1,SNRPC,Jurkat,0.0
FDPS,MRPL16,Jurkat,0.0
DYNC1H1,GNL3L,Jurkat,0.0
POLD1,RPL24,Jurkat,0.0
MTHFD2,POLE,Jurkat,0.0
SSB,ZCCHC9,Jurkat,0.0
MCM4,YTHDC1,Jurkat,0.0
CAPZB,EIF4G2,Jurkat,0.0
CNOT1,GTPBP4,Jurkat,0.0
NDUFA9,POLR2B,Jurkat,0.0
CHMP2A,RPL27,Jurkat,0.0
PSMC2,SNIP1,Jurkat,0.0
MRPS14,RBM25,Jurkat,0.0
AATF,MRPL11,Jurkat,0.0
NEMF,RPP38,Jurkat,0.0
DNTTIP2,REXO2,Jurkat,0.0
MTPAP,RBM17,Jurkat,0.0
COPS4,HCCS,Jurkat,0.0
MED1,POLR2K,Jurkat,0.0
PDCD7,RPL27,Jurkat,0.0
PMF1,PPIE,Jurkat,0.0
MED24,RPA3,Jurkat,0.0
HYPK,RPA3,Jurkat,0.0
MTPAP,ZNRD1,Jurkat,0.0
RAE1,SNRNP70,Jurkat,0.0
MASTL,MRPL16,Jurkat,0.0
CARS2,EXOSC6,Jurkat,0.0
EMC4,NOP58,Jurkat,0.0
INTS5,MPHOSPH6,Jurkat,0.0
EFR3A,NUDC,Jurkat,0.0
EIF5B,TOMM22,Jurkat,0.0
MED22,ZMAT5,Jurkat,0.0
RPL23,SNRPD3,Jurkat,0.0
CEP192,EXOSC2,Jurkat,0.0
MCM3AP,MRPL19,Jurkat,0.0
NDUFA8,SKIV2L,Jurkat,0.0
PWP1,RTF1,Jurkat,0.0
MASTL,MTHFD2,Jurkat,0.0
FARSA,METAP2,Jurkat,0.0
MZT1,SFXN1,Jurkat,0.0
FBXO28,MED24,Jurkat,0.0
COX7C,MED10,Jurkat,0.0
ARGLU1,SFXN1,Jurkat,0.0
PNISR,ROMO1,Jurkat,0.0
COA3,DCAF7,Jurkat,0.0
DDX18,NIP7,Jurkat,0.0
EIF3C,RBM25,Jurkat,0.0
GEMIN4,ZNF830,Jurkat,0.0
EIF6,WDR61,Jurkat,1.0
MED1,MED10,Jurkat,1.0
PDSS2,RBBP8,Jurkat,0.0
MED22,RAE1,Jurkat,0.0
COX5A,CSTF3,Jurkat,0.0
MRPL15,PSMD12,Jurkat,0.0
EIF3M,POLE,Jurkat,0.0
GNL3L,PSMB7,Jurkat,0.0
DLST,RPL11,Jurkat,0.0
PPWD1,TAF1,Jurkat,0.0
RPL30,TRPM7,Jurkat,0.0
CENPM,PSMD12,Jurkat,0.0
BNIP1,CENPP,Jurkat,0.0
DHODH,RBBP8,Jurkat,0.0
EIF2B2,HYPK,Jurkat,0.0
MAX,PNN,Jurkat,0.0
POLN,PRMT5,Jurkat,0.0
EMC4,MRPL39,Jurkat,0.0
NAT10,NFYC,Jurkat,0.0
MTBP,PNISR,Jurkat,0.0
HCCS,KDM1A,Jurkat,0.0
DUT,TAF1A,Jurkat,0.0
CENPP,MED1,Jurkat,0.0
FH,MRPL37,Jurkat,0.0
ARL2,MRPL15,Jurkat,0.0
MTOR,TIMM9,Jurkat,0.0
MRPL43,SPDL1,Jurkat,0.0
CEP192,RPP38,Jurkat,0.0
COX5A,ZMAT5,Jurkat,0.0
RPL10,TAF1,Jurkat,0.0
NAMPT,RPL24,Jurkat,0.0
POLD1,SLC7A1,Jurkat,0.0
EBNA1BP2,NACA,Jurkat,0.0
EIF4G1,MRPL3,Jurkat,0.0
MRPL33,MTHFD2,Jurkat,0.0
CSTF3,POLN,Jurkat,0.0
EIF3H,PTCD3,Jurkat,0.0
PSMC2,TSEN2,Jurkat,0.0
MRPS11,SPAG7,Jurkat,0.0
KDM1A,NDUFB1,Jurkat,0.0
MPHOSPH6,RFC4,Jurkat,0.0
ANKZF1,NOL9,Jurkat,0.0
OPA1,RBBP8,Jurkat,0.0
GTF3C3,TAF1,Jurkat,0.0
MCM3,MRPS5,Jurkat,0.0
EIF4G1,SPAG7,Jurkat,0.0
MRPL37,OPA1,Jurkat,0.0
CARS2,MED23,Jurkat,0.0
NOL9,NUP54,Jurkat,0.0
MRPS9,PSMD12,Jurkat,0.0
MRPS16,NOL9,Jurkat,0.0
EXOSC4,METTL17,Jurkat,0.0
MCM3AP,SNAPC1,Jurkat,0.0
POLN,POLR3A,Jurkat,0.0
DCTN4,RPS27A,Jurkat,0.0
SFXN1,SYVN1,Jurkat,0.0
EIF2B5,NUDC,Jurkat,0.0
ANKZF1,COX7C,Jurkat,0.0
ACTR10,EIF4G2,Jurkat,0.0
RNGTT,RPLP2,Jurkat,0.0
NDUFB1,RAE1,Jurkat,0.0
CDC23,NUDC,Jurkat,0.0
MRPS16,PSMD6,Jurkat,0.0
NACA,ZCCHC9,Jurkat,0.0
EMC2,NOP58,Jurkat,0.0
MRPS30,SSBP1,Jurkat,0.0
CAPZB,ZMAT5,Jurkat,0.0
EBNA1BP2,PPCS,Jurkat,0.0
MCM4,PAXBP1,Jurkat,0.0
POLR3A,SCO1,Jurkat,0.0
EMC2,RPSA,Jurkat,0.0
CNOT1,SCO1,Jurkat,0.0
MRPL35,NOL9,Jurkat,0.0
NUP54,POLE,Jurkat,0.0
