gene1_name,gene2_name,cell_line,label
536,6966,A375,0
1057,536,A375,0
2429,536,A375,0
536,3249,A375,0
536,568,A375,0
536,866,A375,0
536,1558,A375,0
536,400,A375,0
536,1831,A375,0
536,438,A375,0
9633,536,A375,0
5631,536,A375,0
536,418,A375,0
2043,189,A375,0
6966,2043,A375,0
1057,2043,A375,0
2429,2043,A375,0
2043,3249,A375,0
2043,568,A375,0
4323,2043,A375,0
2043,866,A375,0
2043,1558,A375,0
2043,400,A375,0
2043,1831,A375,0
2043,438,A375,0
9633,2043,A375,0
5631,2043,A375,0
2043,418,A375,0
568,189,A375,0
6966,568,A375,0
1057,568,A375,0
2429,568,A375,0
4323,568,A375,0
1558,568,A375,0
400,568,A375,0
568,438,A375,0
9633,568,A375,0
5631,568,A375,0
418,568,A375,0
400,189,A375,0
6966,400,A375,0
1057,400,A375,0
2429,400,A375,0
400,3249,A375,0
4323,400,A375,0
866,400,A375,0
400,1558,A375,0
1831,400,A375,0
400,438,A375,0
9633,400,A375,0
5631,400,A375,0
418,400,A375,0
6966,189,A375,0
1057,6966,A375,0
2429,6966,A375,0
6966,3249,A375,0
4323,6966,A375,0
6966,866,A375,0
6966,1558,A375,0
6966,1831,A375,0
6966,438,A375,0
9633,6966,A375,0
5631,6966,A375,0
6966,418,A375,0
866,189,A375,0
1057,866,A375,0
2429,866,A375,0
866,3249,A375,0
4323,866,A375,0
866,1558,A375,0
1831,866,A375,0
866,438,A375,0
9633,866,A375,0
5631,866,A375,0
418,189,A375,0
1057,418,A375,0
2429,418,A375,0
418,3249,A375,0
4323,418,A375,0
418,1558,A375,0
1831,418,A375,0
418,438,A375,0
9633,418,A375,0
5631,418,A375,0
438,189,A375,0
1057,438,A375,0
2429,438,A375,0
438,3249,A375,0
4323,438,A375,0
1558,438,A375,0
1831,438,A375,0
9633,438,A375,0
5631,438,A375,0
1558,189,A375,0
1057,1558,A375,0
2429,1558,A375,0
1558,3249,A375,0
4323,1558,A375,0
1831,1558,A375,0
9633,1558,A375,0
5631,1558,A375,0
4323,189,A375,0
1057,4323,A375,0
2429,4323,A375,0
4323,3249,A375,0
4323,1831,A375,0
4323,9633,A375,0
5631,4323,A375,0
1831,189,A375,0
1057,1831,A375,0
2429,1831,A375,0
9633,1831,A375,0
5631,1831,A375,0
189,3249,A375,0
1057,3249,A375,0
2429,3249,A375,0
9633,3249,A375,0
5631,3249,A375,0
1057,189,A375,0
1057,2429,A375,0
1057,9633,A375,0
1057,5631,A375,0
2429,189,A375,0
2429,9633,A375,0
2429,5631,A375,0
5631,189,A375,0
5631,9633,A375,0
9633,189,A375,0
601,125,A375,0
601,3364,A375,0
8065,9495,A375,0
7291,3627,A375,0
9585,12038,A375,0
12787,149,A375,0
3380,125,A375,0
2008,2456,A375,0
2037,6937,A375,0
9788,12957,A375,0
8408,1785,A375,0
10474,11320,A375,0
7114,3832,A375,0
10617,7270,A375,0
779,11337,A375,0
5103,11337,A375,0
3612,11337,A375,0
10757,57861,A375,0
3666,568,A375,0
2301,246,A375,0
3427,7811,A375,0
9370,7803,A375,0
395,25,A375,0
395,1785,A375,0
4485,12963,A375,0
54,125,A375,0
1814,25,A375,0
4767,2783,A375,0
1887,5536,A375,0
1470,12175,A375,0
554,568,A375,0
554,2836,A375,0
554,1785,A375,0
80,568,A375,0
80,2836,A375,0
3612,6809,A375,0
10760,251,A375,0
406,8662,A375,0
8461,5665,A375,0
739,6680,A375,0
779,2994,A375,0
3612,2994,A375,0
2161,13782,A375,0
2994,5096,A375,0
530,25,A375,0
40,25,A375,0
3612,11643,A375,0
108,1785,A375,0
6966,1785,A375,0
3115,3527,A375,0
2213,3655,A375,0
7204,9323,A375,0
3399,3566,A375,0
8967,12138,A375,0
2356,3444,A375,0
816,2608,A375,0
423,35357,A375,0
6743,56970,A375,0
11337,57994,A375,0
6758,9230,A375,0
11337,6959,A375,0
4765,6520,A375,0
4561,35040,A375,0
35018,35040,A375,0
2678,3949,A375,0
11337,6250,A375,0
11337,1597,A375,0
13672,12336,A375,0
11337,9827,A375,0
35040,9827,A375,0
9827,3487,A375,0
2339,577,A375,0
125,3378,A375,0
125,1298,A375,0
125,3035,A375,0
125,568,A375,0
125,2836,A375,0
125,43,A375,0
125,2947,A375,0
7495,11726,A375,0
35040,3316,A375,0
6,2755,A375,0
5690,25,A375,0
3434,4261,A375,0
11337,2083,A375,0
251,2083,A375,0
2994,2083,A375,0
11643,2083,A375,0
10168,9923,A375,0
1699,942,A375,0
11198,12830,A375,0
2034,9488,A375,0
9235,9488,A375,0
5103,9488,A375,0
3612,9488,A375,0
1597,9488,A375,0
3083,11325,A375,0
9488,9001,A375,0
5522,8987,A375,0
2083,8987,A375,0
11337,7427,A375,0
1342,9981,A375,0
4599,1836,A375,0
8987,11576,A375,0
6724,6444,A375,0
7457,7588,A375,0
869,12803,A375,0
4318,4132,A375,0
7576,4538,A375,0
5766,9829,A375,0
1220,12341,A375,0
13459,4769,A375,0
6441,8644,A375,0
2305,973,A375,0
2785,9344,A375,0
9264,34798,A375,0
10244,9194,A375,0
3612,12116,A375,0
2646,8039,A375,0
9950,6706,A375,0
6266,234,A375,0
59266,1274,A375,0
7245,1785,A375,0
418,25,A375,0
7994,6051,A375,0
11049,2915,A375,0
10947,1356,A375,0
2228,1356,A375,0
4636,1356,A375,0
1356,12976,A375,0
67,1785,A375,0
67,78,A375,0
3553,58447,A375,0
11337,2423,A375,0
35040,2423,A375,0
35040,3986,A375,0
11337,34691,A375,0
9488,34691,A375,0
1356,34691,A375,0
3612,10708,A375,0
2228,10708,A375,0
2194,4792,A375,0
1558,177,A375,0
1558,78,A375,0
11337,4975,A375,0
9976,1785,A375,0
5310,568,A375,0
5310,2836,A375,0
7246,9902,A375,0
627,7725,A375,0
35040,2854,A375,0
35040,6097,A375,0
1151,3972,A375,0
11337,7658,A375,0
11337,8204,A375,0
10164,8766,A375,0
31,4578,A375,0
3395,6466,A375,0
11337,5392,A375,0
4616,1785,A375,0
11337,4732,A375,0
568,2836,A375,0
568,1314,A375,0
568,1181,A375,0
568,2345,A375,0
568,1774,A375,0
568,9453,A375,0
2836,1314,A375,0
2836,2345,A375,0
2836,1774,A375,0
2836,9453,A375,0
11337,5855,A375,0
35040,8723,A375,0
9369,8329,A375,0
6881,2691,A375,0
2994,5280,A375,0
5281,3539,A375,0
1106,57759,A375,0
5280,57759,A375,0
264,1785,A375,0
6501,7335,A375,0
11337,9430,A375,0
1674,10198,A375,0
2985,3242,A375,0
9827,4135,A375,0
8231,4135,A375,0
4135,1016,A375,0
2059,5331,A375,0
6327,13641,A375,0
5335,1244,A375,0
743,702,A375,0
3396,692,A375,0
4991,3927,A375,0
5594,7436,A375,0
13527,3522,A375,0
577,6976,A375,0
551,12708,A375,0
10145,34445,A375,0
10838,10922,A375,0
11337,13162,A375,0
2306,11372,A375,0
383,10156,A375,0
1454,11733,A375,0
1882,13796,A375,0
3359,13226,A375,0
11337,6003,A375,0
9488,6003,A375,0
617,10725,A375,0
2420,9669,A375,0
6833,8955,A375,0
1356,3669,A375,0
5488,4984,A375,0
5294,10738,A375,0
12190,7819,A375,0
2636,6104,A375,0
3201,10233,A375,0
4272,12619,A375,0
35040,1993,A375,0
11337,492,A375,0
12159,1224,A375,0
965,1605,A375,0
1800,738,A375,0
395,256,A375,0
6693,256,A375,0
34425,256,A375,0
4975,256,A375,0
12305,256,A375,0
5153,256,A375,0
2340,2654,A375,0
9714,13628,A375,0
421,1019,A375,0
654,5165,A375,0
11337,5998,A375,0
8380,6773,A375,0
11337,7050,A375,0
256,1129,A375,0
11337,7386,A375,0
11337,3911,A375,0
57666,58257,A375,0
2409,7912,A375,0
4079,9292,A375,0
11337,8269,A375,0
87,665,A375,0
2665,34441,A375,0
1749,2648,A375,0
6976,2921,A375,0
1242,5704,A375,0
1356,1785,A375,0
1785,3249,A375,0
6690,10070,A375,0
35040,3518,A375,0
9488,10269,A375,0
7556,1621,A375,0
8013,3509,A375,0
2228,3509,A375,0
5280,3509,A375,0
10182,10037,A375,0
9488,1437,A375,0
11337,4292,A375,0
35040,4292,A375,0
3428,11788,A375,0
3871,3119,A375,0
230,5466,A375,0
2723,2336,A375,0
3212,3169,A375,0
362,693,A375,0
10256,4833,A375,0
2865,2840,A375,0
9837,6526,A375,0
256,11526,A375,0
9488,2951,A375,0
1782,2951,A375,0
3509,2951,A375,0
866,568,A375,1
418,866,A375,1
1831,568,A375,1
1831,3249,A375,1
568,3249,A375,1
80,3249,A375,1
80,1831,A375,1
4323,536,A375,1
4323,400,A375,1
2043,568,A375,1
4323,866,A375,1
400,568,A375,1
80,568,A375,1
554,568,A375,1
4323,3249,A375,1
4323,568,A375,1
1558,568,A375,1
866,3249,A375,1
80,866,A375,1
866,400,A375,1
2043,3249,A375,1
2043,1558,A375,1
